latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,32.0,-14400,America/New_York,GMT-4

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa)
2024-01-01T00:00,1.9,74,0.00,0.00,0.00,3,100,6.3,246,13.0,1012.2
2024-01-01T01:00,1.8,76,0.00,0.00,0.00,3,100,8.9,243,13.7,1012.3
2024-01-01T02:00,2.8,74,0.00,0.00,0.00,3,100,11.4,235,18.4,1012.3
2024-01-01T03:00,2.9,74,0.00,0.00,0.00,3,100,9.7,239,17.6,1012.4
2024-01-01T04:00,2.8,76,0.00,0.00,0.00,2,65,8.1,249,15.1,1012.2
2024-01-01T05:00,0.7,88,0.00,0.00,0.00,3,91,7.5,253,12.2,1012.0
2024-01-01T06:00,0.2,91,0.00,0.00,0.00,3,100,8.6,255,10.1,1011.7
2024-01-01T07:00,1.5,88,0.00,0.00,0.00,3,100,3.7,281,10.1,1012.0
2024-01-01T08:00,1.9,86,0.00,0.00,0.00,3,100,5.0,330,7.6,1012.2
2024-01-01T09:00,3.2,81,0.00,0.00,0.00,3,100,4.7,302,11.2,1012.8
2024-01-01T10:00,3.8,77,0.00,0.00,0.00,3,100,5.0,339,9.7,1013.2
2024-01-01T11:00,4.7,72,0.00,0.00,0.00,2,57,6.8,357,14.0,1013.5
2024-01-01T12:00,5.6,69,0.00,0.00,0.00,1,27,6.5,6,15.1,1013.1
2024-01-01T13:00,6.7,64,0.00,0.00,0.00,1,25,6.2,7,16.2,1012.4
2024-01-01T14:00,7.7,59,0.00,0.00,0.00,3,98,8.2,345,18.7,1012.2
2024-01-01T15:00,7.5,59,0.00,0.00,0.00,3,100,8.6,338,18.7,1012.3
2024-01-01T16:00,7.3,58,0.00,0.00,0.00,3,100,8.9,339,16.9,1012.4
2024-01-01T17:00,7.0,59,0.00,0.00,0.00,3,100,8.0,342,15.8,1012.6
2024-01-01T18:00,4.8,72,0.00,0.00,0.00,0,4,6.8,342,12.2,1012.8
2024-01-01T19:00,3.3,79,0.00,0.00,0.00,3,91,7.1,345,10.4,1013.1
2024-01-01T20:00,2.0,87,0.00,0.00,0.00,1,32,7.1,345,10.4,1013.5
2024-01-01T21:00,2.2,79,0.00,0.00,0.00,0,16,11.2,327,16.9,1014.3
2024-01-01T22:00,1.7,70,0.00,0.00,0.00,0,1,13.7,333,21.2,1014.7
2024-01-01T23:00,0.7,73,0.00,0.00,0.00,0,0,14.3,342,22.7,1014.9
2024-01-02T00:00,-0.3,78,0.00,0.00,0.00,0,0,13.7,346,22.7,1015.1
2024-01-02T01:00,-1.1,78,0.00,0.00,0.00,0,0,12.8,344,22.0,1015.1
2024-01-02T02:00,-1.8,79,0.00,0.00,0.00,0,0,12.4,343,20.9,1015.0
2024-01-02T03:00,-2.2,79,0.00,0.00,0.00,0,0,10.8,345,19.8,1015.3
2024-01-02T04:00,-2.8,80,0.00,0.00,0.00,0,0,9.7,345,17.3,1015.5
2024-01-02T05:00,-3.4,83,0.00,0.00,0.00,0,0,8.8,348,15.8,1015.4
2024-01-02T06:00,-3.9,87,0.00,0.00,0.00,0,0,8.4,350,14.4,1015.5
2024-01-02T07:00,-4.2,88,0.00,0.00,0.00,0,0,7.0,348,13.7,1015.8
2024-01-02T08:00,-4.6,89,0.00,0.00,0.00,0,0,6.4,344,11.5,1016.2
2024-01-02T09:00,-2.8,80,0.00,0.00,0.00,0,0,8.1,315,10.4,1016.4
2024-01-02T10:00,-0.9,67,0.00,0.00,0.00,0,0,9.0,323,16.9,1016.4
2024-01-02T11:00,0.6,61,0.00,0.00,0.00,0,0,9.6,326,20.5,1016.5
2024-01-02T12:00,2.2,59,0.00,0.00,0.00,0,0,9.2,312,20.5,1015.8
2024-01-02T13:00,3.7,54,0.00,0.00,0.00,0,0,9.9,303,21.6,1014.7
2024-01-02T14:00,4.8,50,0.00,0.00,0.00,0,0,10.8,300,22.7,1013.3
2024-01-02T15:00,5.6,48,0.00,0.00,0.00,0,0,12.0,303,23.4,1012.6
2024-01-02T16:00,5.7,47,0.00,0.00,0.00,0,0,11.8,301,23.0,1012.2
2024-01-02T17:00,4.9,53,0.00,0.00,0.00,0,0,7.7,298,20.9,1012.2
2024-01-02T18:00,1.5,69,0.00,0.00,0.00,0,0,9.6,283,12.6,1012.2
2024-01-02T19:00,0.4,76,0.00,0.00,0.00,0,0,9.7,268,12.6,1012.1
2024-01-02T20:00,0.0,79,0.00,0.00,0.00,0,0,7.6,262,12.2,1012.3
2024-01-02T21:00,-0.1,78,0.00,0.00,0.00,0,0,7.6,270,11.9,1012.6
2024-01-02T22:00,-0.6,80,0.00,0.00,0.00,0,0,8.5,282,13.3,1012.7
2024-01-02T23:00,-0.6,76,0.00,0.00,0.00,0,0,8.6,285,13.7,1012.7
2024-01-03T00:00,-1.1,77,0.00,0.00,0.00,0,0,7.8,283,13.3,1012.6
2024-01-03T01:00,-1.5,80,0.00,0.00,0.00,2,63,8.0,278,11.9,1012.4
2024-01-03T02:00,-1.6,81,0.00,0.00,0.00,0,0,8.8,279,14.0,1012.3
2024-01-03T03:00,-2.0,84,0.00,0.00,0.00,1,21,8.0,275,14.0,1012.3
2024-01-03T04:00,-2.2,85,0.00,0.00,0.00,3,89,8.0,275,12.6,1012.4
2024-01-03T05:00,-2.3,85,0.00,0.00,0.00,3,86,8.0,278,13.0,1012.2
2024-01-03T06:00,-2.2,84,0.00,0.00,0.00,3,99,8.0,280,12.6,1012.4
2024-01-03T07:00,-2.1,83,0.00,0.00,0.00,3,91,7.6,278,12.6,1012.5
2024-01-03T08:00,-1.9,82,0.00,0.00,0.00,3,89,7.7,281,12.2,1013.0
2024-01-03T09:00,-0.6,77,0.00,0.00,0.00,0,8,9.8,276,14.4,1013.8
2024-01-03T10:00,1.1,74,0.00,0.00,0.00,0,0,9.4,263,17.6,1014.2
2024-01-03T11:00,3.0,65,0.00,0.00,0.00,0,0,10.2,302,20.2,1014.1
2024-01-03T12:00,4.4,61,0.00,0.00,0.00,0,0,9.7,321,21.2,1013.4
2024-01-03T13:00,5.4,58,0.00,0.00,0.00,1,40,10.7,310,22.7,1012.5
2024-01-03T14:00,7.7,48,0.00,0.00,0.00,3,100,13.3,273,24.5,1011.7
2024-01-03T15:00,7.4,50,0.00,0.00,0.00,0,1,13.3,267,26.6,1011.0
2024-01-03T16:00,7.3,51,0.00,0.00,0.00,0,8,10.3,258,24.1,1010.5
2024-01-03T17:00,5.9,59,0.00,0.00,0.00,0,15,8.9,212,18.4,1010.4
2024-01-03T18:00,3.6,67,0.00,0.00,0.00,0,11,14.4,217,22.3,1011.1
2024-01-03T19:00,3.1,69,0.00,0.00,0.00,3,100,13.0,236,23.8,1011.5
2024-01-03T20:00,2.0,77,0.00,0.00,0.00,3,95,8.6,248,20.5,1011.7
2024-01-03T21:00,1.7,75,0.00,0.00,0.00,3,100,8.2,293,15.1,1012.3
2024-01-03T22:00,0.6,82,0.00,0.00,0.00,3,100,5.8,300,13.0,1012.0
2024-01-03T23:00,-0.6,89,0.00,0.00,0.00,3,100,8.0,297,9.7,1011.6
2024-01-04T00:00,-0.1,87,0.00,0.00,0.00,3,100,4.9,253,10.1,1011.9
2024-01-04T01:00,0.9,81,0.00,0.00,0.00,3,100,4.3,270,9.0,1011.9
2024-01-04T02:00,0.9,83,0.00,0.00,0.00,3,100,2.4,243,6.1,1011.1
2024-01-04T03:00,0.8,86,0.00,0.00,0.00,3,100,4.3,222,6.8,1011.0
2024-01-04T04:00,0.4,87,0.00,0.00,0.00,3,100,3.7,241,6.8,1010.6
2024-01-04T05:00,0.3,86,0.00,0.00,0.00,3,100,5.8,240,8.3,1010.3
2024-01-04T06:00,0.7,82,0.00,0.00,0.00,3,100,5.7,252,10.4,1009.4
2024-01-04T07:00,0.5,85,0.00,0.00,0.00,3,100,5.3,242,8.6,1009.4
2024-01-04T08:00,0.6,86,0.00,0.00,0.00,3,100,5.7,252,9.7,1009.8
2024-01-04T09:00,1.1,84,0.00,0.00,0.00,3,100,4.2,239,9.0,1010.4
2024-01-04T10:00,2.3,81,0.00,0.00,0.00,3,99,7.5,235,12.2,1010.6
2024-01-04T11:00,3.9,72,0.00,0.00,0.00,3,86,7.6,270,14.8,1010.9
2024-01-04T12:00,5.7,59,0.00,0.00,0.00,1,29,16.4,320,28.4,1010.8
2024-01-04T13:00,6.8,49,0.00,0.00,0.00,2,57,23.1,326,39.2,1009.9
2024-01-04T14:00,6.8,47,0.00,0.00,0.00,2,76,25.8,330,43.6,1009.7
2024-01-04T15:00,6.4,47,0.00,0.00,0.00,2,79,26.9,325,44.6,1010.1
2024-01-04T16:00,5.4,49,0.00,0.00,0.00,0,0,25.7,323,45.4,1010.8
2024-01-04T17:00,4.3,42,0.00,0.00,0.00,0,0,23.5,319,43.2,1012.0
2024-01-04T18:00,2.4,43,0.00,0.00,0.00,0,0,23.7,318,38.5,1013.4
2024-01-04T19:00,0.8,43,0.00,0.00,0.00,0,0,23.3,322,40.3,1014.9
2024-01-04T20:00,-0.4,40,0.00,0.00,0.00,0,0,23.4,326,38.5,1016.0
2024-01-04T21:00,-0.1,40,0.00,0.00,0.00,0,0,24.6,325,40.0,1016.5
2024-01-04T22:00,-1.0,43,0.00,0.00,0.00,0,0,22.1,326,40.0,1017.4
2024-01-04T23:00,-2.1,49,0.00,0.00,0.00,0,0,21.3,330,35.6,1018.2
2024-01-05T00:00,-3.0,54,0.00,0.00,0.00,0,0,20.5,329,34.9,1019.0
2024-01-05T01:00,-3.8,57,0.00,0.00,0.00,0,0,18.5,331,33.5,1019.2
2024-01-05T02:00,-4.2,59,0.00,0.00,0.00,0,0,17.6,329,29.9,1019.4
2024-01-05T03:00,-4.5,60,0.00,0.00,0.00,0,0,17.0,328,28.4,1019.9
2024-01-05T04:00,-4.7,62,0.00,0.00,0.00,0,1,15.1,327,27.4,1020.4
2024-01-05T05:00,-4.8,65,0.00,0.00,0.00,2,52,11.8,322,24.5,1020.4
2024-01-05T06:00,-5.0,69,0.00,0.00,0.00,3,89,9.9,314,19.1,1020.5
2024-01-05T07:00,-5.1,71,0.00,0.00,0.00,0,3,8.0,297,16.2,1021.0
2024-01-05T08:00,-5.3,74,0.00,0.00,0.00,0,0,7.2,276,13.0,1021.7
2024-01-05T09:00,-4.2,70,0.00,0.00,0.00,0,0,10.1,266,13.3,1022.5
2024-01-05T10:00,-2.3,60,0.00,0.00,0.00,0,0,11.5,268,20.9,1023.3
2024-01-05T11:00,-0.9,52,0.00,0.00,0.00,0,0,12.4,287,24.1,1023.4
2024-01-05T12:00,0.1,50,0.00,0.00,0.00,0,0,12.8,292,26.3,1022.7
2024-01-05T13:00,1.1,48,0.00,0.00,0.00,0,0,12.8,286,25.9,1021.1
2024-01-05T14:00,2.1,45,0.00,0.00,0.00,0,0,13.8,285,27.0,1020.3
2024-01-05T15:00,2.8,44,0.00,0.00,0.00,0,0,13.1,279,27.0,1019.7
2024-01-05T16:00,3.1,44,0.00,0.00,0.00,0,1,11.9,272,25.2,1019.2
2024-01-05T17:00,2.4,49,0.00,0.00,0.00,0,4,8.2,247,22.0,1019.0
2024-01-05T18:00,0.2,60,0.00,0.00,0.00,0,4,10.2,225,16.2,1019.3
2024-01-05T19:00,-0.6,66,0.00,0.00,0.00,3,100,11.1,234,17.6,1019.4
2024-01-05T20:00,-0.9,69,0.00,0.00,0.00,3,100,12.1,233,19.4,1020.3
2024-01-05T21:00,-1.0,69,0.00,0.00,0.00,3,100,9.0,247,19.1,1020.2
2024-01-05T22:00,-1.6,73,0.00,0.00,0.00,0,11,9.8,242,15.1,1020.2
2024-01-05T23:00,-2.5,78,0.00,0.00,0.00,1,25,10.0,249,15.8,1019.8
2024-01-06T00:00,-3.2,83,0.00,0.00,0.00,2,52,8.0,265,15.8,1019.5
2024-01-06T01:00,-4.1,87,0.00,0.00,0.00,0,17,6.7,254,12.2,1019.4
2024-01-06T02:00,-4.4,89,0.00,0.00,0.00,3,88,6.2,249,10.1,1019.4
2024-01-06T03:00,-4.2,89,0.00,0.00,0.00,2,62,7.9,240,13.0,1020.0
2024-01-06T04:00,-4.8,90,0.00,0.00,0.00,3,100,6.6,248,13.0,1019.5
2024-01-06T05:00,-5.2,92,0.00,0.00,0.00,3,100,8.4,277,10.1,1018.5
2024-01-06T06:00,-3.8,89,0.00,0.00,0.00,3,100,5.0,300,10.1,1018.6
2024-01-06T07:00,-4.1,93,0.00,0.00,0.00,3,100,4.1,218,6.5,1019.0
2024-01-06T08:00,-3.8,96,0.00,0.00,0.00,3,100,1.8,307,5.0,1019.4
2024-01-06T09:00,-3.8,99,0.00,0.00,0.00,3,100,3.6,37,5.8,1019.0
2024-01-06T10:00,-2.0,82,0.00,0.00,0.00,3,100,6.1,50,13.0,1019.1
2024-01-06T11:00,-0.5,72,0.00,0.00,0.00,3,100,7.8,68,16.2,1018.4
2024-01-06T12:00,0.9,68,0.00,0.00,0.00,3,100,9.3,74,17.6,1017.4
2024-01-06T13:00,1.8,64,0.00,0.00,0.00,3,100,10.2,98,18.7,1016.7
2024-01-06T14:00,2.3,69,0.00,0.00,0.00,3,100,13.3,92,23.4,1015.0
2024-01-06T15:00,2.8,68,0.00,0.00,0.00,3,100,15.5,85,26.6,1013.6
2024-01-06T16:00,2.1,77,0.20,0.00,0.14,71,100,14.7,62,25.6,1012.4
2024-01-06T17:00,1.8,83,0.50,0.10,0.28,73,100,16.3,62,26.3,1011.5
2024-01-06T18:00,1.3,92,1.20,0.20,0.70,73,100,17.6,64,27.7,1010.6
2024-01-06T19:00,1.1,99,1.80,0.40,0.98,75,100,19.2,67,30.6,1009.5
2024-01-06T20:00,1.0,100,3.00,0.70,1.61,75,100,21.5,67,33.5,1008.4
2024-01-06T21:00,0.9,99,1.80,0.60,0.84,75,100,26.6,67,43.2,1005.2
2024-01-06T22:00,1.1,98,0.90,0.80,0.07,71,100,28.5,62,46.4,1003.5
2024-01-06T23:00,1.1,100,1.60,0.60,0.70,73,100,29.1,54,48.6,1001.9
2024-01-07T00:00,1.5,100,0.80,0.80,0.00,53,100,25.9,51,47.5,1001.4
2024-01-07T01:00,1.5,100,1.00,1.00,0.00,55,100,23.2,49,42.1,1001.5
2024-01-07T02:00,1.6,99,0.50,0.50,0.00,53,100,26.2,46,41.8,1001.1
2024-01-07T03:00,1.9,98,0.10,0.10,0.00,51,100,27.0,48,44.3,1000.1
2024-01-07T04:00,2.2,97,0.00,0.00,0.00,3,100,26.2,43,43.9,999.5
2024-01-07T05:00,2.3,96,0.10,0.10,0.00,51,100,25.8,41,42.8,998.4
2024-01-07T06:00,2.3,96,0.10,0.10,0.00,51,100,22.9,33,41.8,997.8
2024-01-07T07:00,2.4,97,0.20,0.20,0.00,51,100,20.6,27,37.1,997.3
2024-01-07T08:00,2.5,96,0.30,0.30,0.00,51,100,19.4,18,33.5,996.9
2024-01-07T09:00,1.9,93,0.50,0.50,0.00,53,100,14.4,359,26.3,998.2
2024-01-07T10:00,1.6,95,1.00,1.00,0.00,55,100,14.3,342,23.0,998.5
2024-01-07T11:00,1.5,97,0.40,0.40,0.00,51,100,14.6,351,27.0,998.4
2024-01-07T12:00,1.4,98,1.00,0.40,0.42,73,100,21.5,308,29.9,999.1
2024-01-07T13:00,1.0,96,1.10,0.30,0.56,73,100,13.8,319,33.1,998.4
2024-01-07T14:00,1.5,93,0.20,0.20,0.00,51,100,13.9,329,26.3,998.3
2024-01-07T15:00,2.2,86,0.00,0.00,0.00,3,100,12.1,330,24.1,998.8
2024-01-07T16:00,2.5,84,0.00,0.00,0.00,3,100,9.0,337,25.2,1000.3
2024-01-07T17:00,2.0,85,0.00,0.00,0.00,3,100,8.6,2,15.5,1001.5
2024-01-07T18:00,1.3,86,0.00,0.00,0.00,3,100,9.4,360,15.1,1002.8
2024-01-07T19:00,0.7,86,0.00,0.00,0.00,3,94,8.6,345,15.5,1004.5
2024-01-07T20:00,-0.2,90,0.00,0.00,0.00,2,70,7.0,325,14.8,1006.2
2024-01-07T21:00,0.2,86,0.00,0.00,0.00,1,35,12.9,300,18.4,1007.6
2024-01-07T22:00,0.6,81,0.00,0.00,0.00,0,15,18.3,302,29.5,1009.0
2024-01-07T23:00,0.2,81,0.00,0.00,0.00,1,37,16.3,305,29.5,1010.1
2024-01-08T00:00,-0.5,85,0.00,0.00,0.00,0,14,11.4,305,25.9,1011.1
2024-01-08T01:00,-0.6,86,0.00,0.00,0.00,0,8,11.6,306,18.4,1012.3
2024-01-08T02:00,-0.5,84,0.00,0.00,0.00,1,27,13.6,310,21.2,1013.3
2024-01-08T03:00,-0.3,83,0.00,0.00,0.00,1,22,13.8,311,23.0,1014.6
2024-01-08T04:00,-0.8,83,0.00,0.00,0.00,1,22,12.3,310,22.0,1016.2
2024-01-08T05:00,-0.4,80,0.00,0.00,0.00,0,2,15.8,315,25.2,1016.9
2024-01-08T06:00,-0.6,79,0.00,0.00,0.00,0,9,15.3,319,25.6,1017.7
2024-01-08T07:00,-0.9,79,0.00,0.00,0.00,0,14,15.5,314,24.8,1019.1
2024-01-08T08:00,-0.8,77,0.00,0.00,0.00,1,24,16.1,312,25.9,1020.3
2024-01-08T09:00,0.2,75,0.00,0.00,0.00,0,14,16.6,311,30.6,1021.4
2024-01-08T10:00,2.0,69,0.00,0.00,0.00,0,9,20.1,317,31.3,1022.7
2024-01-08T11:00,3.7,63,0.00,0.00,0.00,0,2,17.6,317,37.1,1024.0
2024-01-08T12:00,4.6,60,0.00,0.00,0.00,0,1,15.5,312,30.2,1024.3
2024-01-08T13:00,5.6,56,0.00,0.00,0.00,0,1,14.8,309,28.4,1024.5
2024-01-08T14:00,6.1,53,0.00,0.00,0.00,0,0,15.0,314,28.1,1024.5
2024-01-08T15:00,6.3,50,0.00,0.00,0.00,0,15,13.8,319,27.7,1024.5
2024-01-08T16:00,6.2,50,0.00,0.00,0.00,0,18,11.7,317,24.8,1025.0
2024-01-08T17:00,4.8,62,0.00,0.00,0.00,1,20,5.0,330,20.2,1025.5
2024-01-08T18:00,4.1,58,0.00,0.00,0.00,0,6,6.2,353,9.4,1026.2
2024-01-08T19:00,3.2,61,0.00,0.00,0.00,0,1,2.6,326,6.8,1027.0
2024-01-08T20:00,2.3,64,0.00,0.00,0.00,1,26,0.0,270,3.2,1027.0
2024-01-08T21:00,-2.5,87,0.00,0.00,0.00,0,3,9.0,293,11.9,1027.3
2024-01-08T22:00,-3.2,90,0.00,0.00,0.00,0,2,8.4,310,12.2,1027.0
2024-01-08T23:00,-2.8,92,0.00,0.00,0.00,1,29,4.9,306,10.4,1026.2
2024-01-09T00:00,-3.6,96,0.00,0.00,0.00,1,36,4.0,297,6.1,1026.0
2024-01-09T01:00,-3.7,97,0.00,0.00,0.00,1,34,2.7,337,5.8,1026.0
2024-01-09T02:00,-4.1,95,0.00,0.00,0.00,2,58,2.9,353,4.3,1026.6
2024-01-09T03:00,-4.3,96,0.00,0.00,0.00,3,91,4.2,20,6.1,1026.2
2024-01-09T04:00,-4.6,98,0.00,0.00,0.00,3,100,4.0,27,6.5,1026.4
2024-01-09T05:00,-3.4,97,0.00,0.00,0.00,3,100,5.7,55,9.4,1024.9
2024-01-09T06:00,-3.2,96,0.00,0.00,0.00,3,100,6.1,45,8.6,1025.5
2024-01-09T07:00,-1.9,90,0.00,0.00,0.00,3,100,6.0,65,9.0,1024.9
2024-01-09T08:00,-1.2,88,0.00,0.00,0.00,3,100,7.1,49,10.4,1024.0
2024-01-09T09:00,0.2,85,0.00,0.00,0.00,3,100,8.9,69,15.8,1022.9
2024-01-09T10:00,2.7,81,0.00,0.00,0.00,3,100,6.4,106,13.3,1022.5
2024-01-09T11:00,5.2,72,0.00,0.00,0.00,3,100,14.7,126,21.2,1022.0
2024-01-09T12:00,5.4,75,0.10,0.10,0.00,51,100,21.5,125,33.5,1020.6
2024-01-09T13:00,4.6,89,0.70,0.70,0.00,53,100,21.3,116,37.4,1018.0
2024-01-09T14:00,5.2,90,0.60,0.60,0.00,53,100,25.8,117,41.8,1015.0
2024-01-09T15:00,6.0,91,1.00,1.00,0.00,55,100,30.0,123,49.3,1013.3
2024-01-09T16:00,6.2,92,1.50,1.50,0.00,61,100,33.2,119,54.4,1010.3
2024-01-09T17:00,7.3,91,1.30,1.30,0.00,61,100,35.1,118,58.0,1007.6
2024-01-09T18:00,8.6,92,1.00,1.00,0.00,55,100,33.4,123,58.0,1005.8
2024-01-09T19:00,9.6,92,3.60,3.60,0.00,63,100,31.3,128,55.1,1003.3
2024-01-09T20:00,10.2,91,3.70,3.70,0.00,63,100,32.3,136,51.5,1001.2
2024-01-09T21:00,11.3,90,5.50,5.50,0.00,63,100,46.0,139,73.8,996.4
2024-01-09T22:00,11.8,91,5.70,5.70,0.00,63,100,46.0,147,81.4,992.9
2024-01-09T23:00,12.6,91,6.80,6.80,0.00,63,100,57.3,157,96.1,988.3
2024-01-10T00:00,13.1,92,6.50,6.50,0.00,63,100,48.6,168,99.4,987.2
2024-01-10T01:00,13.0,93,12.90,12.90,0.00,65,100,24.8,171,78.8,986.2
2024-01-10T02:00,13.1,92,8.30,8.30,0.00,65,100,36.2,149,58.7,981.2
2024-01-10T03:00,13.6,90,0.40,0.40,0.00,51,100,42.2,176,69.1,980.5
2024-01-10T04:00,13.8,90,0.00,0.00,0.00,3,89,27.5,206,68.0,979.3
2024-01-10T05:00,12.9,92,0.10,0.10,0.00,51,56,25.7,226,44.3,978.9
2024-01-10T06:00,10.9,86,0.00,0.00,0.00,1,21,28.1,257,45.7,979.9
2024-01-10T07:00,8.6,81,0.00,0.00,0.00,0,16,23.2,258,45.4,982.4
2024-01-10T08:00,7.2,75,0.00,0.00,0.00,3,91,21.7,259,37.1,983.8
2024-01-10T09:00,8.4,77,0.00,0.00,0.00,3,100,20.5,255,32.0,983.2
2024-01-10T10:00,8.6,70,0.00,0.00,0.00,3,100,26.9,262,43.2,985.2
2024-01-10T11:00,8.6,62,0.00,0.00,0.00,1,46,26.7,266,43.9,986.6
2024-01-10T12:00,9.0,55,0.00,0.00,0.00,1,26,35.3,258,57.6,987.7
2024-01-10T13:00,9.3,47,0.00,0.00,0.00,1,25,32.7,262,61.9,988.0
2024-01-10T14:00,9.6,44,0.00,0.00,0.00,1,49,38.5,262,62.3,988.5
2024-01-10T15:00,8.8,44,0.00,0.00,0.00,3,100,38.9,257,64.1,990.0
2024-01-10T16:00,8.6,46,0.00,0.00,0.00,3,96,32.0,256,63.7,991.1
2024-01-10T17:00,8.1,48,0.00,0.00,0.00,3,99,30.1,258,52.6,992.7
2024-01-10T18:00,6.8,51,0.00,0.00,0.00,2,51,24.5,253,49.0,994.6
2024-01-10T19:00,6.2,54,0.00,0.00,0.00,1,49,23.0,253,39.2,996.4
2024-01-10T20:00,5.6,56,0.00,0.00,0.00,1,41,21.0,254,37.4,998.0
2024-01-10T21:00,6.8,51,0.00,0.00,0.00,1,27,17.0,266,37.1,999.0
2024-01-10T22:00,5.6,63,0.00,0.00,0.00,2,73,14.8,252,27.0,999.6
2024-01-10T23:00,5.2,71,0.00,0.00,0.00,1,23,16.8,255,26.3,1000.5
2024-01-11T00:00,5.2,67,0.00,0.00,0.00,3,95,19.7,255,31.7,1001.3
2024-01-11T01:00,4.3,62,0.00,0.00,0.00,3,100,20.3,263,33.8,1001.9
2024-01-11T02:00,3.8,64,0.00,0.00,0.00,3,92,16.6,270,33.1,1002.7
2024-01-11T03:00,3.0,72,0.00,0.00,0.00,0,3,13.0,268,26.6,1003.7
2024-01-11T04:00,2.2,78,0.00,0.00,0.00,3,84,10.6,260,20.9,1004.7
2024-01-11T05:00,2.0,74,0.00,0.00,0.00,0,19,12.4,253,19.8,1005.0
2024-01-11T06:00,1.2,74,0.00,0.00,0.00,0,0,12.0,249,19.8,1005.4
2024-01-11T07:00,0.6,77,0.00,0.00,0.00,0,0,12.1,247,19.1,1006.1
2024-01-11T08:00,0.1,80,0.00,0.00,0.00,0,0,12.1,247,19.4,1006.9
2024-01-11T09:00,2.8,66,0.00,0.00,0.00,0,11,13.5,241,20.5,1006.6
2024-01-11T10:00,4.1,63,0.00,0.00,0.00,0,1,13.4,243,23.4,1007.4
2024-01-11T11:00,5.6,57,0.00,0.00,0.00,0,0,14.7,248,26.6,1007.5
2024-01-11T12:00,6.7,51,0.00,0.00,0.00,0,0,17.3,253,31.7,1007.6
2024-01-11T13:00,7.7,44,0.00,0.00,0.00,3,89,22.3,256,38.2,1006.7
2024-01-11T14:00,7.9,45,0.00,0.00,0.00,0,16,22.9,251,39.6,1006.0
2024-01-11T15:00,8.0,45,0.00,0.00,0.00,0,0,18.4,247,38.9,1005.7
2024-01-11T16:00,8.1,46,0.00,0.00,0.00,0,2,15.8,246,32.4,1005.9
2024-01-11T17:00,7.4,51,0.00,0.00,0.00,0,0,12.5,229,27.0,1006.4
2024-01-11T18:00,4.8,63,0.00,0.00,0.00,0,3,8.7,222,20.2,1007.2
2024-01-11T19:00,4.0,68,0.00,0.00,0.00,1,42,10.0,221,15.1,1008.4
2024-01-11T20:00,4.7,65,0.00,0.00,0.00,3,80,15.8,223,24.1,1009.2
2024-01-11T21:00,4.9,63,0.00,0.00,0.00,2,71,15.3,227,25.6,1009.5
2024-01-11T22:00,5.0,62,0.00,0.00,0.00,1,46,12.0,249,24.1,1010.3
2024-01-11T23:00,4.1,69,0.00,0.00,0.00,1,24,8.1,283,18.7,1011.2
2024-01-12T00:00,3.1,74,0.00,0.00,0.00,0,2,12.0,219,18.0,1011.6
2024-01-12T01:00,2.5,78,0.00,0.00,0.00,0,0,12.4,244,19.8,1012.4
2024-01-12T02:00,2.0,82,0.00,0.00,0.00,0,0,11.3,263,19.8,1013.3
2024-01-12T03:00,1.5,84,0.00,0.00,0.00,0,0,10.5,276,18.0,1014.7
2024-01-12T04:00,1.2,83,0.00,0.00,0.00,0,4,10.0,291,16.9,1015.5
2024-01-12T05:00,0.4,85,0.00,0.00,0.00,0,12,8.5,306,15.8,1015.8
2024-01-12T06:00,-0.4,87,0.00,0.00,0.00,0,0,7.8,292,13.0,1016.1
2024-01-12T07:00,-1.1,89,0.00,0.00,0.00,1,38,8.4,277,11.5,1017.0
2024-01-12T08:00,-2.0,90,0.00,0.00,0.00,0,18,10.0,283,13.3,1017.7
2024-01-12T09:00,0.3,88,0.00,0.00,0.00,3,100,5.1,266,12.6,1017.9
2024-01-12T10:00,2.9,79,0.00,0.00,0.00,3,99,6.6,331,13.0,1018.6
2024-01-12T11:00,5.4,69,0.00,0.00,0.00,3,94,5.4,356,13.3,1019.0
2024-01-12T12:00,7.0,63,0.00,0.00,0.00,3,100,6.3,13,16.9,1019.4
2024-01-12T13:00,7.8,58,0.00,0.00,0.00,3,100,5.2,106,16.6,1018.5
2024-01-12T14:00,8.1,56,0.00,0.00,0.00,3,95,10.6,125,20.9,1017.3
2024-01-12T15:00,8.1,51,0.00,0.00,0.00,3,81,16.5,134,29.2,1016.4
2024-01-12T16:00,7.2,53,0.00,0.00,0.00,3,100,18.9,129,33.1,1015.4
2024-01-12T17:00,6.1,68,0.00,0.00,0.00,3,100,16.3,125,32.4,1014.7
2024-01-12T18:00,4.9,80,0.00,0.00,0.00,3,100,15.0,114,26.3,1013.6
2024-01-12T19:00,5.3,82,0.00,0.00,0.00,3,100,16.4,119,26.6,1012.8
2024-01-12T20:00,5.8,80,0.00,0.00,0.00,3,100,19.8,119,32.0,1011.3
2024-01-12T21:00,6.2,81,0.00,0.00,0.00,3,100,22.1,114,35.6,1008.8
